MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ BZN|DE-LU,Generation - Solar  [MW] Intraday / BZN|DE-LU,Generation - Solar  [MW] Current / BZN|DE-LU,Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Offshore  [MW] Current / BZN|DE-LU,Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Onshore  [MW] Current / BZN|DE-LU
11.08.2020 00:30 - 11.08.2020 00:45,0,0,,3773,3881,,8643,8691,
11.08.2020 00:45 - 11.08.2020 01:00,0,0,,3692,3643,,8601,8481,
11.08.2020 01:00 - 11.08.2020 01:15,0,0,,3489,3601,,8574,8435,
11.08.2020 01:15 - 11.08.2020 01:30,0,0,,3408,3353,,8550,8360,
11.08.2020 01:30 - 11.08.2020 01:45,0,0,,3326,3244,,8529,8364,
11.08.2020 01:45 - 11.08.2020 02:00,0,0,,3231,3272,,8500,8259,
11.08.2020 02:00 - 11.08.2020 02:15,0,0,,3155,2952,,8489,8362,
11.08.2020 02:15 - 11.08.2020 02:30,0,0,,3115,3019,,8468,8443,
11.08.2020 02:30 - 11.08.2020 02:45,0,0,,3077,3016,,8445,8565,
11.08.2020 02:45 - 11.08.2020 03:00,0,0,,3035,3075,,8410,8590,
11.08.2020 03:00 - 11.08.2020 03:15,0,0,,2996,3232,,8364,8636,
11.08.2020 03:15 - 11.08.2020 03:30,0,0,,2986,3210,,8314,8637,
11.08.2020 03:30 - 11.08.2020 03:45,0,0,,2967,3291,,8235,8649,
11.08.2020 03:45 - 11.08.2020 04:00,0,0,,2954,3320,,8161,8676,
11.08.2020 04:00 - 11.08.2020 04:15,0,0,,2943,3235,,8082,8816,
11.08.2020 04:15 - 11.08.2020 04:30,0,0,,2965,3119,,8013,8919,
11.08.2020 04:30 - 11.08.2020 04:45,0,0,,2988,3042,,7946,8991,
11.08.2020 04:45 - 11.08.2020 05:00,0,0,,3011,2970,,7882,9059,
11.08.2020 05:00 - 11.08.2020 05:15,0,0,,3026,2905,,7822,9106,
11.08.2020 05:15 - 11.08.2020 05:30,0,0,,3017,2786,,7778,9148,
11.08.2020 05:30 - 11.08.2020 05:45,0,1,,3012,2712,,7728,9156,
11.08.2020 05:45 - 11.08.2020 06:00,25,17,,2999,2666,,7680,9092,
11.08.2020 06:00 - 11.08.2020 06:15,193,156,,2948,2636,,7596,8933,
11.08.2020 06:15 - 11.08.2020 06:30,503,447,,2931,2592,,7537,8886,
11.08.2020 06:30 - 11.08.2020 06:45,906,852,,2910,2553,,7395,8858,
11.08.2020 06:45 - 11.08.2020 07:00,1476,1409,,2888,2577,,7248,8789,
11.08.2020 07:00 - 11.08.2020 07:15,2298,2196,,2866,2686,,7042,8651,
11.08.2020 07:15 - 11.08.2020 07:30,3357,3249,,2844,2714,,6710,8143,
11.08.2020 07:30 - 11.08.2020 07:45,4565,4474,,2820,2663,,6374,7662,
11.08.2020 07:45 - 11.08.2020 08:00,5902,5871,,2806,2662,,6048,7167,
11.08.2020 08:00 - 11.08.2020 08:15,7368,7368,,2784,2681,,5632,6464,
11.08.2020 08:15 - 11.08.2020 08:30,8996,8943,,2767,2718,,5209,5876,
11.08.2020 08:30 - 11.08.2020 08:45,10687,10599,,2743,2807,,4884,5424,
11.08.2020 08:45 - 11.08.2020 09:00,12426,12276,,2723,2831,,4565,4970,
11.08.2020 09:00 - 11.08.2020 09:15,14131,13961,,2710,2858,,4361,4745,
11.08.2020 09:15 - 11.08.2020 09:30,15766,15591,,2687,2868,,4220,4605,
11.08.2020 09:30 - 11.08.2020 09:45,17281,17162,,2663,2877,,4165,4592,
11.08.2020 09:45 - 11.08.2020 10:00,18748,18662,,2646,2886,,4135,4586,
11.08.2020 10:00 - 11.08.2020 10:15,20144,20100,,2627,2892,,4172,4645,
11.08.2020 10:15 - 11.08.2020 10:30,21429,21465,,2607,2890,,4292,4745,
11.08.2020 10:30 - 11.08.2020 10:45,22624,22714,,2593,2886,,4413,4919,
11.08.2020 10:45 - 11.08.2020 11:00,23704,23811,,2578,2881,,4568,5076,
11.08.2020 11:00 - 11.08.2020 11:15,24739,24852,,2552,2881,,4754,5338,
11.08.2020 11:15 - 11.08.2020 11:30,25487,25671,,2549,2884,,5029,5627,
11.08.2020 11:30 - 11.08.2020 11:45,26059,26385,,2542,2886,,5300,5952,
11.08.2020 11:45 - 11.08.2020 12:00,26530,26980,,2534,2886,,5517,6210,
11.08.2020 12:00 - 11.08.2020 12:15,26918,27410,,2532,2894,,5728,6483,
11.08.2020 12:15 - 11.08.2020 12:30,27177,27695,,2561,2917,,5887,6722,
11.08.2020 12:30 - 11.08.2020 12:45,27299,27888,,2586,2942,,6007,6890,
11.08.2020 12:45 - 11.08.2020 13:00,27298,27946,,2615,2966,,6126,7050,
11.08.2020 13:00 - 11.08.2020 13:15,27222,27942,,2644,2991,,6183,7137,
11.08.2020 13:15 - 11.08.2020 13:30,27042,27800,,2682,3012,,6226,7184,
11.08.2020 13:30 - 11.08.2020 13:45,26760,27572,,2713,3039,,6266,7206,
11.08.2020 13:45 - 11.08.2020 14:00,26404,27249,,2749,3066,,6313,7215,
11.08.2020 14:00 - 11.08.2020 14:15,25993,26744,,2786,3084,,6369,6888,
11.08.2020 14:15 - 11.08.2020 14:30,25514,26217,,2819,3104,,6408,6861,
11.08.2020 14:30 - 11.08.2020 14:45,24879,25568,,2857,3129,,6459,6852,
11.08.2020 14:45 - 11.08.2020 15:00,24126,24829,,2894,3151,,6503,6838,
11.08.2020 15:00 - 11.08.2020 15:15,23297,24016,,2936,2995,,6570,6836,
11.08.2020 15:15 - 11.08.2020 15:30,22378,23098,,2983,3026,,6638,6838,
11.08.2020 15:30 - 11.08.2020 15:45,21369,22087,,3033,3059,,6721,6848,
11.08.2020 15:45 - 11.08.2020 16:00,20307,20990,,3077,3094,,6855,6871,
11.08.2020 16:00 - 11.08.2020 16:15,19158,19865,,3134,3132,,7000,6928,
11.08.2020 16:15 - 11.08.2020 16:30,17931,18614,,3212,3203,,7179,7018,
11.08.2020 16:30 - 11.08.2020 16:45,16645,17333,,3289,3270,,7392,7181,
11.08.2020 16:45 - 11.08.2020 17:00,15349,15987,,3365,3340,,7537,7352,
11.08.2020 17:00 - 11.08.2020 17:15,14012,14590,,3453,3423,,7695,7503,
11.08.2020 17:15 - 11.08.2020 17:30,12612,13148,,3547,3528,,7867,7746,
11.08.2020 17:30 - 11.08.2020 17:45,11214,11695,,3648,3626,,8061,7992,
11.08.2020 17:45 - 11.08.2020 18:00,9889,10247,,3745,3728,,8269,8238,
11.08.2020 18:00 - 11.08.2020 18:15,8531,8804,,3840,3846,,8447,8473,
11.08.2020 18:15 - 11.08.2020 18:30,7226,7393,,3943,3982,,8595,8749,
11.08.2020 18:30 - 11.08.2020 18:45,5937,6062,,4047,4121,,8713,9008,
11.08.2020 18:45 - 11.08.2020 19:00,4758,4812,,4150,4261,,8816,9242,
11.08.2020 19:00 - 11.08.2020 19:15,3691,3700,,4269,4400,,8936,9484,
11.08.2020 19:15 - 11.08.2020 19:30,2765,2736,,4401,4520,,9132,9795,
11.08.2020 19:30 - 11.08.2020 19:45,1992,1960,,4526,4642,,9279,10043,
11.08.2020 19:45 - 11.08.2020 20:00,1371,1346,,4649,4758,,9412,10275,
11.08.2020 20:00 - 11.08.2020 20:15,874,864,,4750,4859,,9556,10453,
11.08.2020 20:15 - 11.08.2020 20:30,491,456,,4812,4932,,9784,10726,
11.08.2020 20:30 - 11.08.2020 20:45,230,192,,4876,5005,,10039,11039,
11.08.2020 20:45 - 11.08.2020 21:00,20,19,,4935,5067,,10329,11408,
11.08.2020 21:00 - 11.08.2020 21:15,0,0,,4986,5130,,10614,11747,
11.08.2020 21:15 - 11.08.2020 21:30,0,0,,5029,5187,,10897,12071,
11.08.2020 21:30 - 11.08.2020 21:45,0,0,,5071,5249,,11163,12338,
11.08.2020 21:45 - 11.08.2020 22:00,0,0,,5119,5306,,11390,12550,
11.08.2020 22:00 - 11.08.2020 22:15,0,0,,5223,5410,,11551,12666,
11.08.2020 22:15 - 11.08.2020 22:30,0,0,,5254,5429,,11655,12725,
11.08.2020 22:30 - 11.08.2020 22:45,0,0,,5285,5452,,11724,12759,
11.08.2020 22:45 - 11.08.2020 23:00,0,0,,5314,5470,,11782,12758,
11.08.2020 23:00 - 11.08.2020 23:15,0,0,,5334,5484,,11845,12777,
11.08.2020 23:15 - 11.08.2020 23:30,0,0,,5332,5475,,11831,12647,
11.08.2020 23:30 - 11.08.2020 23:45,0,0,,5334,5477,,11817,12516,
11.08.2020 23:45 - 12.08.2020 00:00,0,0,,5324,5476,,11803,12381,
12.08.2020 00:00 - 12.08.2020 00:15,0,0,,5511,4951,,12410,13406,
12.08.2020 00:15 - 12.08.2020 00:30,0,0,,5479,4899,,12257,13136,
12.08.2020 00:30 - 12.08.2020 00:45,0,0,,5453,4867,,12133,12937,
12.08.2020 00:45 - 12.08.2020 01:00,0,0,,5413,4839,,11974,12819,
12.08.2020 01:00 - 12.08.2020 01:15,0,0,,5237,4829,,11856,12683,
12.08.2020 01:15 - 12.08.2020 01:30,0,0,,5180,4792,,11729,12600,
12.08.2020 01:30 - 12.08.2020 01:45,0,0,,5126,4761,,11609,12376,
12.08.2020 01:45 - 12.08.2020 02:00,0,0,,5070,4806,,11503,12210,
12.08.2020 02:00 - 12.08.2020 02:15,0,0,,5010,4676,,11408,11989,
12.08.2020 02:15 - 12.08.2020 02:30,0,0,,4950,4641,,11287,11846,
12.08.2020 02:30 - 12.08.2020 02:45,0,0,,4893,4614,,11159,11813,
12.08.2020 02:45 - 12.08.2020 03:00,0,0,,4818,4568,,11009,11651,
12.08.2020 03:00 - 12.08.2020 03:15,0,0,,4749,4535,,10881,11451,
12.08.2020 03:15 - 12.08.2020 03:30,0,0,,4692,4451,,10779,11392,
12.08.2020 03:30 - 12.08.2020 03:45,0,0,,4638,4387,,10665,11340,
12.08.2020 03:45 - 12.08.2020 04:00,0,0,,4565,4303,,10549,11298,
12.08.2020 04:00 - 12.08.2020 04:15,0,0,,4499,4235,,10439,11200,
12.08.2020 04:15 - 12.08.2020 04:30,0,0,,4457,4183,,10345,11089,
12.08.2020 04:30 - 12.08.2020 04:45,0,0,,4418,4159,,10247,10986,
12.08.2020 04:45 - 12.08.2020 05:00,0,0,,4374,4189,,10147,10767,
12.08.2020 05:00 - 12.08.2020 05:15,0,0,,4338,4144,,10056,10635,
12.08.2020 05:15 - 12.08.2020 05:30,0,0,,4318,4210,,9979,10558,
12.08.2020 05:30 - 12.08.2020 05:45,0,1,,4307,4321,,9891,10426,
12.08.2020 05:45 - 12.08.2020 06:00,20,16,,4286,4325,,9818,10336,
12.08.2020 06:00 - 12.08.2020 06:15,169,147,,4242,4333,,9681,10129,
12.08.2020 06:15 - 12.08.2020 06:30,462,428,,4232,4338,,9552,9980,
12.08.2020 06:30 - 12.08.2020 06:45,841,821,,4216,4288,,9352,9828,
12.08.2020 06:45 - 12.08.2020 07:00,1394,1387,,4207,4175,,9136,9836,
12.08.2020 07:00 - 12.08.2020 07:15,2223,2205,,4190,4069,,8843,9345,
12.08.2020 07:15 - 12.08.2020 07:30,3291,3264,,4162,3976,,8431,8732,
12.08.2020 07:30 - 12.08.2020 07:45,4529,4515,,4112,3896,,7952,8028,
12.08.2020 07:45 - 12.08.2020 08:00,5918,5915,,4061,3886,,7440,7213,
12.08.2020 08:00 - 12.08.2020 08:15,7444,7439,,4030,3868,,6929,6551,
12.08.2020 08:15 - 12.08.2020 08:30,9136,9042,,4015,3850,,6385,5875,
12.08.2020 08:30 - 12.08.2020 08:45,10860,10756,,3980,3823,,5793,5225,
12.08.2020 08:45 - 12.08.2020 09:00,12622,12494,,3941,3792,,5288,4641,
12.08.2020 09:00 - 12.08.2020 09:15,14399,14204,,3912,3750,,4932,4257,
12.08.2020 09:15 - 12.08.2020 09:30,16074,15894,,3865,3719,,4700,4018,
12.08.2020 09:30 - 12.08.2020 09:45,17720,17510,,3811,3668,,4600,3912,
12.08.2020 09:45 - 12.08.2020 10:00,19259,19019,,3763,3616,,4594,3904,
12.08.2020 10:00 - 12.08.2020 10:15,20718,20461,,3722,3572,,4700,4030,
12.08.2020 10:15 - 12.08.2020 10:30,22061,21783,,3687,3547,,4889,4272,
12.08.2020 10:30 - 12.08.2020 10:45,23282,22998,,3653,3490,,5118,4525,
12.08.2020 10:45 - 12.08.2020 11:00,24371,24070,,3617,3432,,5315,4754,
12.08.2020 11:00 - 12.08.2020 11:15,25392,25094,,3613,3401,,5441,5029,
12.08.2020 11:15 - 12.08.2020 11:30,26185,25927,,3592,3363,,5661,5344,
12.08.2020 11:30 - 12.08.2020 11:45,26824,26632,,3609,3360,,5849,5687,
12.08.2020 11:45 - 12.08.2020 12:00,27307,27153,,3612,3346,,5963,5975,
12.08.2020 12:00 - 12.08.2020 12:15,27729,27621,,3625,3344,,6086,6195,
12.08.2020 12:15 - 12.08.2020 12:30,28028,27994,,3639,3355,,6128,6413,
12.08.2020 12:30 - 12.08.2020 12:45,28243,28203,,3666,3370,,6126,6542,
12.08.2020 12:45 - 12.08.2020 13:00,28370,28282,,3676,3379,,6146,6701,
12.08.2020 13:00 - 12.08.2020 13:15,28417,28298,,3693,3390,,6121,6835,
12.08.2020 13:15 - 12.08.2020 13:30,28310,28177,,3699,3415,,6064,6883,
12.08.2020 13:30 - 12.08.2020 13:45,28133,27960,,3709,3436,,5983,6894,
12.08.2020 13:45 - 12.08.2020 14:00,27877,27666,,3734,3478,,5870,6853,
12.08.2020 14:00 - 12.08.2020 14:15,27559,27534,,3740,3500,,5749,6521,
12.08.2020 14:15 - 12.08.2020 14:30,27086,27029,,3772,3551,,5629,6361,
12.08.2020 14:30 - 12.08.2020 14:45,26464,26409,,3794,3591,,5518,6211,
12.08.2020 14:45 - 12.08.2020 15:00,25806,25749,,3805,3623,,5423,6083,
12.08.2020 15:00 - 12.08.2020 15:15,25062,24995,,3823,3507,,5346,5972,
12.08.2020 15:15 - 12.08.2020 15:30,24189,24123,,3851,3546,,5277,5873,
12.08.2020 15:30 - 12.08.2020 15:45,23196,23127,,3881,3580,,5216,5781,
12.08.2020 15:45 - 12.08.2020 16:00,22154,22058,,3899,3605,,5128,5702,
12.08.2020 16:00 - 12.08.2020 16:15,21035,20906,,3926,3646,,5062,5619,
12.08.2020 16:15 - 12.08.2020 16:30,19826,19638,,3981,3711,,5063,5541,
12.08.2020 16:30 - 12.08.2020 16:45,18474,18251,,4023,3758,,5057,5496,
12.08.2020 16:45 - 12.08.2020 17:00,17015,16816,,4078,3822,,5077,5483,
12.08.2020 17:00 - 12.08.2020 17:15,15481,15283,,4138,3896,,5131,5484,
12.08.2020 17:15 - 12.08.2020 17:30,13874,13693,,4218,4005,,5232,5576,
12.08.2020 17:30 - 12.08.2020 17:45,12251,12084,,4287,4099,,5358,5674,
12.08.2020 17:45 - 12.08.2020 18:00,10652,10511,,4367,4202,,5486,5746,
12.08.2020 18:00 - 12.08.2020 18:15,9056,8936,,4448,4309,,5623,5866,
12.08.2020 18:15 - 12.08.2020 18:30,7509,7411,,4547,4410,,5835,6036,
12.08.2020 18:30 - 12.08.2020 18:45,6076,5994,,4644,4505,,6078,6296,
12.08.2020 18:45 - 12.08.2020 19:00,4780,4714,,4720,4591,,6325,6520,
12.08.2020 19:00 - 12.08.2020 19:15,3620,3568,,4791,4676,,6596,6718,
12.08.2020 19:15 - 12.08.2020 19:30,2626,2595,,4842,4735,,6899,6893,
12.08.2020 19:30 - 12.08.2020 19:45,1899,1848,,4896,4807,,7209,7043,
12.08.2020 19:45 - 12.08.2020 20:00,1330,1283,,4954,4882,,7491,7256,
12.08.2020 20:00 - 12.08.2020 20:15,848,816,,4977,4928,,7823,7525,
12.08.2020 20:15 - 12.08.2020 20:30,462,418,,5003,4979,,8192,7819,
12.08.2020 20:30 - 12.08.2020 20:45,197,161,,5033,5035,,8588,8361,
12.08.2020 20:45 - 12.08.2020 21:00,13,13,,5079,5108,,8976,8915,
12.08.2020 21:00 - 12.08.2020 21:15,0,0,,5095,5141,,9404,9277,
12.08.2020 21:15 - 12.08.2020 21:30,0,0,,5130,5169,,9832,9723,
12.08.2020 21:30 - 12.08.2020 21:45,0,0,,5158,5191,,10206,10116,
12.08.2020 21:45 - 12.08.2020 22:00,0,0,,5177,5208,,10556,10488,
12.08.2020 22:00 - 12.08.2020 22:15,0,0,,5252,5258,,10865,10849,
12.08.2020 22:15 - 12.08.2020 22:30,0,0,,5233,5238,,10955,10921,
12.08.2020 22:30 - 12.08.2020 22:45,0,0,,5215,5223,,11062,10996,
12.08.2020 22:45 - 12.08.2020 23:00,0,0,,5202,5210,,11148,11059,
12.08.2020 23:00 - 12.08.2020 23:15,0,0,,5178,5189,,11228,11125,
12.08.2020 23:15 - 12.08.2020 23:30,0,0,,5158,5175,,11107,11021,
12.08.2020 23:30 - 12.08.2020 23:45,0,0,,5140,5158,,10984,10914,
12.08.2020 23:45 - 13.08.2020 00:00,0,0,,5127,5136,,10854,10806,
13.08.2020 00:00 - 13.08.2020 00:15,0,0,,4943,4677,,10417,10993,
13.08.2020 00:15 - 13.08.2020 00:30,0,0,,4912,4659,,10228,10792,
13.08.2020 00:30 - 13.08.2020 00:45,0,0,,4882,4666,,10041,10527,
13.08.2020 00:45 - 13.08.2020 01:00,0,0,,4850,4620,,9859,10162,
13.08.2020 01:00 - 13.08.2020 01:15,0,0,,4471,4565,,9665,9876,
13.08.2020 01:15 - 13.08.2020 01:30,0,0,,4402,4533,,9489,9703,
13.08.2020 01:30 - 13.08.2020 01:45,0,0,,4364,4521,,9327,9509,
13.08.2020 01:45 - 13.08.2020 02:00,0,0,,4307,4512,,9175,9402,
13.08.2020 02:00 - 13.08.2020 02:15,0,0,,4252,4454,,9029,9278,
13.08.2020 02:15 - 13.08.2020 02:30,0,0,,4200,4374,,8845,9222,
13.08.2020 02:30 - 13.08.2020 02:45,0,0,,4161,4355,,8669,9048,
13.08.2020 02:45 - 13.08.2020 03:00,0,0,,4094,4296,,8486,8910,
13.08.2020 03:00 - 13.08.2020 03:15,0,0,,4042,4217,,8309,8696,
13.08.2020 03:15 - 13.08.2020 03:30,0,0,,3966,4141,,8152,8529,
13.08.2020 03:30 - 13.08.2020 03:45,0,0,,3931,4152,,8043,8506,
13.08.2020 03:45 - 13.08.2020 04:00,0,0,,3880,4134,,7876,8261,
13.08.2020 04:00 - 13.08.2020 04:15,0,0,,3817,4096,,7717,8127,
13.08.2020 04:15 - 13.08.2020 04:30,0,0,,3727,4061,,7578,7941,
13.08.2020 04:30 - 13.08.2020 04:45,0,0,,3651,3965,,7475,7871,
13.08.2020 04:45 - 13.08.2020 05:00,0,0,,3584,3893,,7392,7697,
13.08.2020 05:00 - 13.08.2020 05:15,0,0,,3513,3753,,7291,7540,
13.08.2020 05:15 - 13.08.2020 05:30,0,0,,3483,3697,,7219,7467,
13.08.2020 05:30 - 13.08.2020 05:45,0,1,,3428,3603,,7137,7381,
13.08.2020 05:45 - 13.08.2020 06:00,15,13,,3380,3605,,7076,7168,
13.08.2020 06:00 - 13.08.2020 06:15,137,120,,3280,3473,,6964,6962,
13.08.2020 06:15 - 13.08.2020 06:30,406,342,,3270,3339,,6908,6877,
13.08.2020 06:30 - 13.08.2020 06:45,749,650,,3265,3298,,6765,6780,
13.08.2020 06:45 - 13.08.2020 07:00,1264,1102,,3263,3235,,6639,6624,
13.08.2020 07:00 - 13.08.2020 07:15,2005,1767,,3228,3099,,6416,6146,
13.08.2020 07:15 - 13.08.2020 07:30,2946,2662,,3201,3030,,6127,5798,
13.08.2020 07:30 - 13.08.2020 07:45,4007,3651,,3182,2947,,5773,5365,
13.08.2020 07:45 - 13.08.2020 08:00,5174,4695,,3154,2928,,5372,4891,
13.08.2020 08:00 - 13.08.2020 08:15,6423,5819,,3108,2897,,4926,4349,
13.08.2020 08:15 - 13.08.2020 08:30,7827,6978,,3059,2861,,4437,3899,
13.08.2020 08:30 - 13.08.2020 08:45,9182,8195,,2988,2810,,3917,3467,
13.08.2020 08:45 - 13.08.2020 09:00,10560,9425,,2917,2765,,3472,3142,
13.08.2020 09:00 - 13.08.2020 09:15,11883,10622,,2845,2730,,3143,2897,
13.08.2020 09:15 - 13.08.2020 09:30,13151,11779,,2796,2677,,2905,2713,
13.08.2020 09:30 - 13.08.2020 09:45,14350,12910,,2761,2642,,2796,2618,
13.08.2020 09:45 - 13.08.2020 10:00,15454,13964,,2708,2584,,2760,2575,
13.08.2020 10:00 - 13.08.2020 10:15,16480,14958,,2687,2548,,2790,2628,
13.08.2020 10:15 - 13.08.2020 10:30,17407,15805,,2663,2566,,2936,2789,
13.08.2020 10:30 - 13.08.2020 10:45,18215,16616,,2655,2566,,3104,3012,
13.08.2020 10:45 - 13.08.2020 11:00,18896,17354,,2648,2573,,3288,3207,
13.08.2020 11:00 - 13.08.2020 11:15,19545,18061,,2654,2586,,3559,3512,
13.08.2020 11:15 - 13.08.2020 11:30,20064,18687,,2647,2583,,3777,3757,
13.08.2020 11:30 - 13.08.2020 11:45,20461,19192,,2649,2590,,4009,4058,
13.08.2020 11:45 - 13.08.2020 12:00,20790,19598,,2641,2599,,4197,4336,
13.08.2020 12:00 - 13.08.2020 12:15,21085,19954,,2649,2607,,4336,4575,
13.08.2020 12:15 - 13.08.2020 12:30,21293,20203,,2665,2614,,4424,4788,
13.08.2020 12:30 - 13.08.2020 12:45,21444,20340,,2696,2637,,4521,4965,
13.08.2020 12:45 - 13.08.2020 13:00,21517,20343,,2714,2643,,4570,5114,
13.08.2020 13:00 - 13.08.2020 13:15,21488,20276,,2737,2656,,4568,5181,
13.08.2020 13:15 - 13.08.2020 13:30,21376,20076,,2774,2685,,4555,5208,
13.08.2020 13:30 - 13.08.2020 13:45,21205,19844,,2816,2713,,4531,5202,
13.08.2020 13:45 - 13.08.2020 14:00,20935,19540,,2852,2737,,4522,5201,
13.08.2020 14:00 - 13.08.2020 14:15,20595,19073,,2860,2746,,4514,4730,
13.08.2020 14:15 - 13.08.2020 14:30,20253,18678,,2882,2798,,4482,4653,
13.08.2020 14:30 - 13.08.2020 14:45,19786,18163,,2904,2851,,4464,4584,
13.08.2020 14:45 - 13.08.2020 15:00,19278,17659,,2919,2898,,4428,4494,
13.08.2020 15:00 - 13.08.2020 15:15,18680,17085,,2935,2628,,4386,4449,
13.08.2020 15:15 - 13.08.2020 15:30,18003,16451,,2909,2639,,4365,4431,
13.08.2020 15:30 - 13.08.2020 15:45,17217,15749,,2885,2661,,4341,4409,
13.08.2020 15:45 - 13.08.2020 16:00,16390,15009,,2865,2677,,4359,4404,
13.08.2020 16:00 - 13.08.2020 16:15,15519,14210,,2849,2701,,4352,4410,
13.08.2020 16:15 - 13.08.2020 16:30,14600,13377,,2841,2727,,4363,4467,
13.08.2020 16:30 - 13.08.2020 16:45,13606,12494,,2830,2755,,4389,4522,
13.08.2020 16:45 - 13.08.2020 17:00,12579,11586,,2823,2788,,4466,4617,
13.08.2020 17:00 - 13.08.2020 17:15,11495,10622,,2741,2728,,4521,4711,
13.08.2020 17:15 - 13.08.2020 17:30,10405,9657,,2753,2762,,4563,4718,
13.08.2020 17:30 - 13.08.2020 17:45,9264,8646,,2768,2796,,4662,4815,
13.08.2020 17:45 - 13.08.2020 18:00,8154,7632,,2774,2832,,4720,4834,
13.08.2020 18:00 - 13.08.2020 18:15,7021,6604,,2883,2987,,4800,4923,
13.08.2020 18:15 - 13.08.2020 18:30,5928,5608,,2928,3071,,4877,5039,
13.08.2020 18:30 - 13.08.2020 18:45,4887,4662,,2964,3150,,4976,5164,
13.08.2020 18:45 - 13.08.2020 19:00,3923,3776,,3010,3236,,5048,5268,
13.08.2020 19:00 - 13.08.2020 19:15,3046,2945,,3053,3316,,5147,5389,
13.08.2020 19:15 - 13.08.2020 19:30,2273,2206,,3107,3373,,5196,5442,
13.08.2020 19:30 - 13.08.2020 19:45,1632,1582,,3149,3417,,5184,5422,
13.08.2020 19:45 - 13.08.2020 20:00,1109,1072,,3185,3458,,5143,5368,
13.08.2020 20:00 - 13.08.2020 20:15,668,659,,3219,3506,,5113,5304,
13.08.2020 20:15 - 13.08.2020 20:30,353,334,,3255,3558,,5169,5332,
13.08.2020 20:30 - 13.08.2020 20:45,151,134,,3289,3602,,5389,5515,
13.08.2020 20:45 - 13.08.2020 21:00,8,9,,3314,3640,,5582,5704,
13.08.2020 21:00 - 13.08.2020 21:15,0,0,,3352,3691,,5756,5845,
13.08.2020 21:15 - 13.08.2020 21:30,0,0,,3397,3685,,5947,5937,
13.08.2020 21:30 - 13.08.2020 21:45,0,0,,3434,3682,,6081,6031,
13.08.2020 21:45 - 13.08.2020 22:00,0,0,,3479,3687,,6199,6133,
13.08.2020 22:00 - 13.08.2020 22:15,0,0,,3560,3725,,6387,6230,
13.08.2020 22:15 - 13.08.2020 22:30,0,0,,3596,3683,,6406,6200,
13.08.2020 22:30 - 13.08.2020 22:45,0,0,,3616,3638,,6423,6153,
13.08.2020 22:45 - 13.08.2020 23:00,0,0,,3640,3594,,6429,6082,
13.08.2020 23:00 - 13.08.2020 23:15,0,0,,3658,3545,,6467,6036,
13.08.2020 23:15 - 13.08.2020 23:30,0,0,,3615,3491,,6377,5919,
13.08.2020 23:30 - 13.08.2020 23:45,0,0,,3572,3431,,6296,5822,
13.08.2020 23:45 - 14.08.2020 00:00,0,0,,3532,3366,,6214,5706,
14.08.2020 00:00 - 14.08.2020 00:15,0,0,,3195,3383,,5682,5201,
14.08.2020 00:15 - 14.08.2020 00:30,0,0,,3117,3350,,5567,5121,
14.08.2020 00:30 - 14.08.2020 00:45,0,0,,3041,3320,,5447,5051,
14.08.2020 00:45 - 14.08.2020 01:00,0,0,,2951,3219,,5323,4933,
14.08.2020 01:00 - 14.08.2020 01:15,0,0,,2690,3120,,5192,4751,
14.08.2020 01:15 - 14.08.2020 01:30,0,0,,2599,2983,,5059,4520,
14.08.2020 01:30 - 14.08.2020 01:45,0,0,,2509,2915,,4930,4300,
14.08.2020 01:45 - 14.08.2020 02:00,0,0,,2397,2808,,4823,4257,
14.08.2020 02:00 - 14.08.2020 02:15,0,0,,2285,2712,,4738,4133,
14.08.2020 02:15 - 14.08.2020 02:30,0,0,,2202,2592,,4626,4033,
14.08.2020 02:30 - 14.08.2020 02:45,0,0,,2108,2448,,4524,4018,
14.08.2020 02:45 - 14.08.2020 03:00,0,0,,2035,2310,,4428,3971,
14.08.2020 03:00 - 14.08.2020 03:15,0,0,,1939,2249,,4333,3862,
14.08.2020 03:15 - 14.08.2020 03:30,0,0,,1850,2136,,4228,3736,
14.08.2020 03:30 - 14.08.2020 03:45,0,0,,1770,2036,,4131,3656,
14.08.2020 03:45 - 14.08.2020 04:00,0,0,,1707,1954,,4044,3606,
14.08.2020 04:00 - 14.08.2020 04:15,0,0,,1669,1825,,3950,3605,
14.08.2020 04:15 - 14.08.2020 04:30,0,0,,1634,1757,,3868,3652,
14.08.2020 04:30 - 14.08.2020 04:45,0,0,,1602,1734,,3766,3695,
14.08.2020 04:45 - 14.08.2020 05:00,0,0,,1558,1723,,3689,3661,
14.08.2020 05:00 - 14.08.2020 05:15,0,0,,1538,1656,,3617,3644,
14.08.2020 05:15 - 14.08.2020 05:30,0,0,,1522,1602,,3555,3738,
14.08.2020 05:30 - 14.08.2020 05:45,0,1,,1497,1550,,3453,3736,
14.08.2020 05:45 - 14.08.2020 06:00,8,7,,1478,1507,,3389,3884,
14.08.2020 06:00 - 14.08.2020 06:15,105,84,,1443,1452,,3271,4010,
