MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ BZN|DE-LU,Generation - Solar  [MW] Intraday / BZN|DE-LU,Generation - Solar  [MW] Current / BZN|DE-LU,Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Offshore  [MW] Current / BZN|DE-LU,Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU,Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU,Generation - Wind Onshore  [MW] Current / BZN|DE-LU
07.08.2020 17:30 - 07.08.2020 17:45,14428,14576,,829,772,,1929,1705,
07.08.2020 17:45 - 07.08.2020 18:00,12696,12828,,850,797,,1997,1799,
07.08.2020 18:00 - 07.08.2020 18:15,10900,11047,,871,825,,2074,1903,
07.08.2020 18:15 - 07.08.2020 18:30,9130,9270,,899,842,,2180,2024,
07.08.2020 18:30 - 07.08.2020 18:45,7418,7555,,930,857,,2277,2142,
07.08.2020 18:45 - 07.08.2020 19:00,5841,5958,,959,877,,2373,2262,
07.08.2020 19:00 - 07.08.2020 19:15,4428,4536,,989,898,,2533,2360,
07.08.2020 19:15 - 07.08.2020 19:30,3188,3310,,1026,918,,2672,2453,
07.08.2020 19:30 - 07.08.2020 19:45,2282,2368,,1058,938,,2802,2529,
07.08.2020 19:45 - 07.08.2020 20:00,1611,1677,,1092,955,,2940,2577,
07.08.2020 20:00 - 07.08.2020 20:15,1103,1139,,1129,975,,3112,2822,
07.08.2020 20:15 - 07.08.2020 20:30,693,678,,1157,998,,3346,3096,
07.08.2020 20:30 - 07.08.2020 20:45,346,327,,1182,1016,,3620,3359,
07.08.2020 20:45 - 07.08.2020 21:00,153,134,,1209,1039,,3924,3624,
07.08.2020 21:00 - 07.08.2020 21:15,5,5,,1236,1066,,4218,3879,
07.08.2020 21:15 - 07.08.2020 21:30,0,0,,1260,1096,,4537,4180,
07.08.2020 21:30 - 07.08.2020 21:45,0,0,,1289,1130,,4891,4505,
07.08.2020 21:45 - 07.08.2020 22:00,0,0,,1316,1161,,5157,4766,
07.08.2020 22:00 - 07.08.2020 22:15,0,0,,1362,1214,,5462,5065,
07.08.2020 22:15 - 07.08.2020 22:30,0,0,,1380,1235,,5551,5117,
07.08.2020 22:30 - 07.08.2020 22:45,0,0,,1405,1263,,5623,5150,
07.08.2020 22:45 - 07.08.2020 23:00,0,0,,1423,1283,,5679,5164,
07.08.2020 23:00 - 07.08.2020 23:15,0,0,,1445,1305,,5764,5196,
07.08.2020 23:15 - 07.08.2020 23:30,0,0,,1463,1313,,5645,5076,
07.08.2020 23:30 - 07.08.2020 23:45,0,0,,1486,1323,,5531,4965,
07.08.2020 23:45 - 08.08.2020 00:00,0,0,,1508,1328,,5409,4840,
08.08.2020 00:00 - 08.08.2020 00:15,0,0,,1361,1408,,4711,5161,
08.08.2020 00:15 - 08.08.2020 00:30,0,0,,1376,1450,,4537,4956,
08.08.2020 00:30 - 08.08.2020 00:45,0,0,,1385,1459,,4361,4784,
08.08.2020 00:45 - 08.08.2020 01:00,0,0,,1397,1482,,4186,4659,
08.08.2020 01:00 - 08.08.2020 01:15,0,0,,1403,1486,,4015,4555,
08.08.2020 01:15 - 08.08.2020 01:30,0,0,,1398,1489,,3844,4480,
08.08.2020 01:30 - 08.08.2020 01:45,0,0,,1388,1419,,3718,4369,
08.08.2020 01:45 - 08.08.2020 02:00,0,0,,1382,1404,,3650,4274,
08.08.2020 02:00 - 08.08.2020 02:15,0,0,,1369,1420,,3556,4095,
08.08.2020 02:15 - 08.08.2020 02:30,0,0,,1309,1280,,3416,3829,
08.08.2020 02:30 - 08.08.2020 02:45,0,0,,1255,1159,,3254,3666,
08.08.2020 02:45 - 08.08.2020 03:00,0,0,,1198,1026,,3089,3429,
08.08.2020 03:00 - 08.08.2020 03:15,0,0,,1143,935,,2928,3210,
08.08.2020 03:15 - 08.08.2020 03:30,0,0,,1081,837,,2771,3040,
08.08.2020 03:30 - 08.08.2020 03:45,0,0,,1012,744,,2639,2931,
08.08.2020 03:45 - 08.08.2020 04:00,0,0,,955,663,,2508,2776,
08.08.2020 04:00 - 08.08.2020 04:15,0,0,,890,594,,2381,2616,
08.08.2020 04:15 - 08.08.2020 04:30,0,0,,829,519,,2307,2459,
08.08.2020 04:30 - 08.08.2020 04:45,0,0,,764,480,,2262,2327,
08.08.2020 04:45 - 08.08.2020 05:00,0,0,,705,427,,2155,2145,
08.08.2020 05:00 - 08.08.2020 05:15,0,0,,646,409,,2053,1938,
08.08.2020 05:15 - 08.08.2020 05:30,0,0,,593,373,,1934,1806,
08.08.2020 05:30 - 08.08.2020 05:45,2,2,,534,360,,1818,1652,
08.08.2020 05:45 - 08.08.2020 06:00,47,34,,480,325,,1710,1587,
08.08.2020 06:00 - 08.08.2020 06:15,299,231,,427,289,,1582,1494,
08.08.2020 06:15 - 08.08.2020 06:30,618,545,,393,247,,1509,1498,
08.08.2020 06:30 - 08.08.2020 06:45,1048,976,,354,232,,1436,1451,
08.08.2020 06:45 - 08.08.2020 07:00,1682,1588,,315,229,,1359,1382,
08.08.2020 07:00 - 08.08.2020 07:15,2619,2496,,283,221,,1283,1297,
08.08.2020 07:15 - 08.08.2020 07:30,3809,3668,,264,206,,1206,1199,
08.08.2020 07:30 - 08.08.2020 07:45,5190,5065,,247,192,,1103,1107,
08.08.2020 07:45 - 08.08.2020 08:00,6750,6615,,229,172,,997,970,
08.08.2020 08:00 - 08.08.2020 08:15,8451,8295,,212,150,,876,795,
08.08.2020 08:15 - 08.08.2020 08:30,10299,10100,,200,138,,732,635,
08.08.2020 08:30 - 08.08.2020 08:45,12189,11984,,193,126,,600,491,
08.08.2020 08:45 - 08.08.2020 09:00,14073,13865,,181,120,,497,387,
08.08.2020 09:00 - 08.08.2020 09:15,15903,15704,,167,111,,417,308,
08.08.2020 09:15 - 08.08.2020 09:30,17661,17473,,158,109,,343,274,
08.08.2020 09:30 - 08.08.2020 09:45,19336,19163,,147,105,,315,257,
08.08.2020 09:45 - 08.08.2020 10:00,20900,20737,,136,103,,311,256,
08.08.2020 10:00 - 08.08.2020 10:15,22381,22247,,129,103,,310,263,
08.08.2020 10:15 - 08.08.2020 10:30,23728,23654,,127,101,,323,277,
08.08.2020 10:30 - 08.08.2020 10:45,24950,24913,,130,104,,328,292,
08.08.2020 10:45 - 08.08.2020 11:00,26012,25975,,135,104,,334,301,
08.08.2020 11:00 - 08.08.2020 11:15,26992,26982,,137,104,,340,307,
08.08.2020 11:15 - 08.08.2020 11:30,27822,27820,,126,101,,353,328,
08.08.2020 11:30 - 08.08.2020 11:45,28508,28564,,118,99,,366,351,
08.08.2020 11:45 - 08.08.2020 12:00,29100,29173,,113,100,,381,377,
08.08.2020 12:00 - 08.08.2020 12:15,29614,29702,,107,98,,391,396,
08.08.2020 12:15 - 08.08.2020 12:30,29992,30091,,107,110,,399,410,
08.08.2020 12:30 - 08.08.2020 12:45,30274,30353,,115,119,,410,427,
08.08.2020 12:45 - 08.08.2020 13:00,30443,30504,,119,133,,419,445,
08.08.2020 13:00 - 08.08.2020 13:15,30507,30565,,125,145,,430,481,
08.08.2020 13:15 - 08.08.2020 13:30,30454,30484,,126,118,,445,494,
08.08.2020 13:30 - 08.08.2020 13:45,30295,30332,,135,130,,464,505,
08.08.2020 13:45 - 08.08.2020 14:00,30038,30064,,137,145,,487,523,
08.08.2020 14:00 - 08.08.2020 14:15,29691,29707,,145,151,,519,546,
08.08.2020 14:15 - 08.08.2020 14:30,29291,29250,,156,144,,548,567,
08.08.2020 14:30 - 08.08.2020 14:45,28727,28658,,170,150,,578,587,
08.08.2020 14:45 - 08.08.2020 15:00,28069,28001,,183,159,,614,610,
08.08.2020 15:00 - 08.08.2020 15:15,27322,27247,,197,110,,656,632,
08.08.2020 15:15 - 08.08.2020 15:30,26454,26376,,213,111,,700,661,
08.08.2020 15:30 - 08.08.2020 15:45,25466,25393,,224,111,,765,698,
08.08.2020 15:45 - 08.08.2020 16:00,24400,24332,,235,117,,827,736,
08.08.2020 16:00 - 08.08.2020 16:15,23233,23179,,245,120,,883,783,
08.08.2020 16:15 - 08.08.2020 16:30,21978,21914,,265,121,,980,864,
08.08.2020 16:30 - 08.08.2020 16:45,20596,20526,,281,128,,1082,952,
08.08.2020 16:45 - 08.08.2020 17:00,19115,19069,,303,134,,1182,1042,
08.08.2020 17:00 - 08.08.2020 17:15,17539,17507,,326,144,,1290,1153,
08.08.2020 17:15 - 08.08.2020 17:30,15898,15838,,352,150,,1423,1297,
08.08.2020 17:30 - 08.08.2020 17:45,14169,14138,,376,156,,1544,1380,
08.08.2020 17:45 - 08.08.2020 18:00,12427,12420,,409,166,,1665,1478,
08.08.2020 18:00 - 08.08.2020 18:15,10640,10671,,438,177,,1794,1605,
08.08.2020 18:15 - 08.08.2020 18:30,8885,8933,,469,185,,1982,1805,
08.08.2020 18:30 - 08.08.2020 18:45,7208,7271,,503,195,,2167,2008,
08.08.2020 18:45 - 08.08.2020 19:00,5669,5733,,538,215,,2352,2209,
08.08.2020 19:00 - 08.08.2020 19:15,4290,4370,,572,230,,2548,2419,
08.08.2020 19:15 - 08.08.2020 19:30,3135,3190,,606,253,,2748,2621,
08.08.2020 19:30 - 08.08.2020 19:45,2239,2286,,644,265,,2948,2781,
08.08.2020 19:45 - 08.08.2020 20:00,1587,1615,,675,288,,3073,2915,
08.08.2020 20:00 - 08.08.2020 20:15,1067,1086,,715,312,,3257,3045,
08.08.2020 20:15 - 08.08.2020 20:30,658,634,,744,336,,3558,3360,
08.08.2020 20:30 - 08.08.2020 20:45,320,299,,782,355,,3863,3679,
08.08.2020 20:45 - 08.08.2020 21:00,83,82,,815,379,,4169,4016,
08.08.2020 21:00 - 08.08.2020 21:15,2,2,,853,401,,4441,4306,
08.08.2020 21:15 - 08.08.2020 21:30,0,0,,895,430,,4813,4683,
08.08.2020 21:30 - 08.08.2020 21:45,0,0,,939,454,,5180,5033,
08.08.2020 21:45 - 08.08.2020 22:00,0,0,,986,484,,5470,5294,
08.08.2020 22:00 - 08.08.2020 22:15,0,0,,1052,536,,5770,5602,
08.08.2020 22:15 - 08.08.2020 22:30,0,0,,1110,576,,5770,5690,
08.08.2020 22:30 - 08.08.2020 22:45,0,0,,1168,617,,5766,5746,
08.08.2020 22:45 - 08.08.2020 23:00,0,0,,1218,657,,5749,5755,
08.08.2020 23:00 - 08.08.2020 23:15,0,0,,1278,696,,5731,5754,
08.08.2020 23:15 - 08.08.2020 23:30,0,0,,1323,725,,5586,5638,
08.08.2020 23:30 - 08.08.2020 23:45,0,0,,1370,754,,5468,5544,
08.08.2020 23:45 - 09.08.2020 00:00,0,0,,1411,789,,5347,5445,
09.08.2020 00:00 - 09.08.2020 00:15,0,0,,1186,804,,5410,5892,
09.08.2020 00:15 - 09.08.2020 00:30,0,0,,1205,860,,5251,5716,
09.08.2020 00:30 - 09.08.2020 00:45,0,0,,1223,908,,5093,5483,
09.08.2020 00:45 - 09.08.2020 01:00,0,0,,1243,949,,4934,5275,
09.08.2020 01:00 - 09.08.2020 01:15,0,0,,1183,963,,4780,5146,
09.08.2020 01:15 - 09.08.2020 01:30,0,0,,1185,1001,,4629,4945,
09.08.2020 01:30 - 09.08.2020 01:45,0,0,,1188,1038,,4490,4795,
09.08.2020 01:45 - 09.08.2020 02:00,0,0,,1190,1067,,4367,4709,
09.08.2020 02:00 - 09.08.2020 02:15,0,0,,1190,1105,,4209,4499,
09.08.2020 02:15 - 09.08.2020 02:30,0,0,,1194,1159,,4062,4322,
09.08.2020 02:30 - 09.08.2020 02:45,0,0,,1210,1132,,3925,4158,
09.08.2020 02:45 - 09.08.2020 03:00,0,0,,1213,1116,,3805,4087,
09.08.2020 03:00 - 09.08.2020 03:15,0,0,,1221,1089,,3672,4021,
09.08.2020 03:15 - 09.08.2020 03:30,0,0,,1237,1017,,3545,3943,
09.08.2020 03:30 - 09.08.2020 03:45,0,0,,1247,1024,,3434,3812,
09.08.2020 03:45 - 09.08.2020 04:00,0,0,,1271,1111,,3298,3690,
09.08.2020 04:00 - 09.08.2020 04:15,0,0,,1286,1205,,3186,3560,
09.08.2020 04:15 - 09.08.2020 04:30,0,0,,1298,1266,,3101,3424,
09.08.2020 04:30 - 09.08.2020 04:45,0,0,,1311,1309,,3016,3313,
09.08.2020 04:45 - 09.08.2020 05:00,0,0,,1324,1357,,2945,3222,
09.08.2020 05:00 - 09.08.2020 05:15,0,0,,1342,1385,,2868,3121,
09.08.2020 05:15 - 09.08.2020 05:30,0,0,,1373,1438,,2857,3085,
09.08.2020 05:30 - 09.08.2020 05:45,1,1,,1401,1440,,2829,3031,
09.08.2020 05:45 - 09.08.2020 06:00,40,25,,1424,1473,,2820,3056,
09.08.2020 06:00 - 09.08.2020 06:15,281,210,,1430,1511,,2774,3085,
09.08.2020 06:15 - 09.08.2020 06:30,576,506,,1449,1570,,2772,3123,
09.08.2020 06:30 - 09.08.2020 06:45,1014,937,,1470,1625,,2731,3108,
09.08.2020 06:45 - 09.08.2020 07:00,1642,1546,,1488,1613,,2697,3235,
09.08.2020 07:00 - 09.08.2020 07:15,2515,2356,,1509,1572,,2629,3203,
09.08.2020 07:15 - 09.08.2020 07:30,3606,3420,,1532,1510,,2528,3122,
09.08.2020 07:30 - 09.08.2020 07:45,4858,4661,,1550,1437,,2416,3048,
09.08.2020 07:45 - 09.08.2020 08:00,6247,6038,,1566,1483,,2288,2933,
09.08.2020 08:00 - 09.08.2020 08:15,7786,7542,,1583,1527,,2122,2685,
09.08.2020 08:15 - 09.08.2020 08:30,9471,9117,,1598,1572,,1887,2423,
09.08.2020 08:30 - 09.08.2020 08:45,11187,10795,,1611,1622,,1694,2189,
09.08.2020 08:45 - 09.08.2020 09:00,12903,12447,,1631,1667,,1510,1938,
09.08.2020 09:00 - 09.08.2020 09:15,14602,14085,,1645,1709,,1346,1727,
09.08.2020 09:15 - 09.08.2020 09:30,16267,15642,,1661,1736,,1238,1606,
09.08.2020 09:30 - 09.08.2020 09:45,17828,17155,,1671,1762,,1182,1481,
09.08.2020 09:45 - 09.08.2020 10:00,19299,18586,,1691,1789,,1154,1374,
09.08.2020 10:00 - 09.08.2020 10:15,20692,19955,,1707,1813,,1121,1311,
09.08.2020 10:15 - 09.08.2020 10:30,21975,21186,,1706,1820,,1111,1329,
09.08.2020 10:30 - 09.08.2020 10:45,23134,22341,,1709,1826,,1117,1367,
09.08.2020 10:45 - 09.08.2020 11:00,24163,23366,,1717,1833,,1158,1416,
09.08.2020 11:00 - 09.08.2020 11:15,25095,24305,,1727,1831,,1195,1465,
09.08.2020 11:15 - 09.08.2020 11:30,25874,25084,,1731,1820,,1278,1563,
09.08.2020 11:30 - 09.08.2020 11:45,26498,25750,,1729,1806,,1350,1665,
09.08.2020 11:45 - 09.08.2020 12:00,26986,26248,,1732,1793,,1427,1766,
09.08.2020 12:00 - 09.08.2020 12:15,27382,26639,,1737,1777,,1512,1863,
09.08.2020 12:15 - 09.08.2020 12:30,27645,26911,,1765,1773,,1579,1977,
09.08.2020 12:30 - 09.08.2020 12:45,27804,27083,,1796,1776,,1651,2108,
09.08.2020 12:45 - 09.08.2020 13:00,27904,27137,,1825,1771,,1703,2201,
09.08.2020 13:00 - 09.08.2020 13:15,27882,27101,,1852,1765,,1787,2298,
09.08.2020 13:15 - 09.08.2020 13:30,27730,26950,,1863,1785,,1852,2383,
09.08.2020 13:30 - 09.08.2020 13:45,27486,26711,,1874,1808,,1929,2456,
09.08.2020 13:45 - 09.08.2020 14:00,27167,26397,,1887,1827,,2013,2534,
09.08.2020 14:00 - 09.08.2020 14:15,26728,26133,,1896,1851,,2070,2516,
09.08.2020 14:15 - 09.08.2020 14:30,26254,25653,,1925,1909,,2124,2558,
09.08.2020 14:30 - 09.08.2020 14:45,25641,25082,,1955,1967,,2185,2594,
09.08.2020 14:45 - 09.08.2020 15:00,24970,24437,,1985,2023,,2234,2612,
09.08.2020 15:00 - 09.08.2020 15:15,24206,23688,,2031,1938,,2293,2659,
09.08.2020 15:15 - 09.08.2020 15:30,23350,22859,,2075,2000,,2338,2712,
09.08.2020 15:30 - 09.08.2020 15:45,22411,21953,,2125,2060,,2406,2781,
09.08.2020 15:45 - 09.08.2020 16:00,21409,20972,,2173,2122,,2460,2883,
09.08.2020 16:00 - 09.08.2020 16:15,20335,19912,,2220,2186,,2512,2929,
09.08.2020 16:15 - 09.08.2020 16:30,19186,18769,,2272,2258,,2563,2957,
09.08.2020 16:30 - 09.08.2020 16:45,17957,17548,,2323,2330,,2662,2989,
09.08.2020 16:45 - 09.08.2020 17:00,16677,16277,,2374,2403,,2795,3002,
09.08.2020 17:00 - 09.08.2020 17:15,15300,14911,,2425,2476,,2899,3088,
09.08.2020 17:15 - 09.08.2020 17:30,13879,13467,,2507,2560,,3015,3188,
09.08.2020 17:30 - 09.08.2020 17:45,12386,12009,,2583,2645,,3114,3329,
09.08.2020 17:45 - 09.08.2020 18:00,10891,10558,,2661,2731,,3211,3458,
09.08.2020 18:00 - 09.08.2020 18:15,9375,9112,,2738,2816,,3351,3618,
09.08.2020 18:15 - 09.08.2020 18:30,7891,7687,,2815,2881,,3506,3802,
09.08.2020 18:30 - 09.08.2020 18:45,6464,6329,,2888,2946,,3659,3951,
09.08.2020 18:45 - 09.08.2020 19:00,5154,5074,,2956,3008,,3815,4120,
09.08.2020 19:00 - 09.08.2020 19:15,3957,3941,,3029,3081,,4000,4305,
09.08.2020 19:15 - 09.08.2020 19:30,2934,2943,,3085,3133,,4247,4538,
09.08.2020 19:30 - 09.08.2020 19:45,2125,2132,,3143,3195,,4469,4728,
09.08.2020 19:45 - 09.08.2020 20:00,1515,1495,,3192,3256,,4686,4911,
09.08.2020 20:00 - 09.08.2020 20:15,1011,980,,3233,3315,,4923,5132,
09.08.2020 20:15 - 09.08.2020 20:30,590,537,,3268,3359,,5253,5450,
09.08.2020 20:30 - 09.08.2020 20:45,274,242,,3296,3402,,5601,5771,
09.08.2020 20:45 - 09.08.2020 21:00,71,68,,3330,3448,,5971,6125,
09.08.2020 21:00 - 09.08.2020 21:15,0,1,,3360,3470,,6249,6387,
09.08.2020 21:15 - 09.08.2020 21:30,0,0,,3365,3448,,6499,6667,
09.08.2020 21:30 - 09.08.2020 21:45,0,0,,3376,3432,,6681,6903,
09.08.2020 21:45 - 09.08.2020 22:00,0,0,,3387,3410,,6857,7130,
09.08.2020 22:00 - 09.08.2020 22:15,0,0,,3427,3433,,7103,7380,
09.08.2020 22:15 - 09.08.2020 22:30,0,0,,3401,3409,,7166,7415,
09.08.2020 22:30 - 09.08.2020 22:45,0,0,,3371,3390,,7217,7443,
09.08.2020 22:45 - 09.08.2020 23:00,0,0,,3338,3370,,7261,7472,
09.08.2020 23:00 - 09.08.2020 23:15,0,0,,3307,3346,,7303,7498,
09.08.2020 23:15 - 09.08.2020 23:30,0,0,,3263,3298,,7209,7380,
09.08.2020 23:30 - 09.08.2020 23:45,0,0,,3221,3246,,7113,7264,
09.08.2020 23:45 - 10.08.2020 00:00,0,0,,3182,3188,,7010,7136,
10.08.2020 00:00 - 10.08.2020 00:15,0,0,,3014,2564,,6928,6574,
10.08.2020 00:15 - 10.08.2020 00:30,0,0,,2957,2414,,6763,6428,
10.08.2020 00:30 - 10.08.2020 00:45,0,0,,2902,2256,,6604,6246,
10.08.2020 00:45 - 10.08.2020 01:00,0,0,,2845,2170,,6444,6098,
10.08.2020 01:00 - 10.08.2020 01:15,0,0,,2642,2098,,6300,5984,
10.08.2020 01:15 - 10.08.2020 01:30,0,0,,2604,2098,,6169,5894,
10.08.2020 01:30 - 10.08.2020 01:45,0,0,,2565,2106,,6046,5887,
10.08.2020 01:45 - 10.08.2020 02:00,0,0,,2527,2108,,5936,5850,
10.08.2020 02:00 - 10.08.2020 02:15,0,0,,2490,2039,,5835,5753,
10.08.2020 02:15 - 10.08.2020 02:30,0,0,,2448,2069,,5713,5636,
10.08.2020 02:30 - 10.08.2020 02:45,0,0,,2413,2080,,5584,5564,
10.08.2020 02:45 - 10.08.2020 03:00,0,0,,2368,2123,,5461,5530,
10.08.2020 03:00 - 10.08.2020 03:15,0,0,,2335,2158,,5351,5544,
10.08.2020 03:15 - 10.08.2020 03:30,0,0,,2307,2123,,5251,5535,
10.08.2020 03:30 - 10.08.2020 03:45,0,0,,2285,2104,,5172,5487,
10.08.2020 03:45 - 10.08.2020 04:00,0,0,,2260,2106,,5103,5419,
10.08.2020 04:00 - 10.08.2020 04:15,0,0,,2233,2057,,5038,5298,
10.08.2020 04:15 - 10.08.2020 04:30,0,0,,2228,1995,,5007,5290,
10.08.2020 04:30 - 10.08.2020 04:45,0,0,,2221,1951,,4975,5390,
10.08.2020 04:45 - 10.08.2020 05:00,0,0,,2211,1942,,4938,5536,
10.08.2020 05:00 - 10.08.2020 05:15,0,0,,2206,1926,,4921,5592,
10.08.2020 05:15 - 10.08.2020 05:30,0,0,,2214,1905,,4876,5560,
10.08.2020 05:30 - 10.08.2020 05:45,0,2,,2221,1912,,4826,5590,
10.08.2020 05:45 - 10.08.2020 06:00,27,21,,2233,1973,,4778,5705,
10.08.2020 06:00 - 10.08.2020 06:15,195,148,,2221,2011,,4710,5699,
10.08.2020 06:15 - 10.08.2020 06:30,517,406,,2232,2050,,4681,5732,
10.08.2020 06:30 - 10.08.2020 06:45,911,747,,2237,2054,,4589,5736,
10.08.2020 06:45 - 10.08.2020 07:00,1466,1222,,2247,2056,,4463,5860,
10.08.2020 07:00 - 10.08.2020 07:15,2268,1955,,2262,2075,,4336,5595,
10.08.2020 07:15 - 10.08.2020 07:30,3290,2901,,2283,2112,,4201,5295,
10.08.2020 07:30 - 10.08.2020 07:45,4465,3994,,2294,2149,,4004,5065,
10.08.2020 07:45 - 10.08.2020 08:00,5789,5202,,2311,2196,,3780,4714,
10.08.2020 08:00 - 10.08.2020 08:15,7231,6526,,2334,2246,,3501,4502,
10.08.2020 08:15 - 10.08.2020 08:30,8821,7976,,2367,2269,,3198,4189,
10.08.2020 08:30 - 10.08.2020 08:45,10449,9512,,2399,2293,,2899,3938,
10.08.2020 08:45 - 10.08.2020 09:00,12111,11046,,2428,2315,,2667,3800,
10.08.2020 09:00 - 10.08.2020 09:15,13742,12562,,2455,2335,,2498,3612,
10.08.2020 09:15 - 10.08.2020 09:30,15337,14020,,2441,2340,,2408,3453,
10.08.2020 09:30 - 10.08.2020 09:45,16841,15420,,2427,2346,,2376,3312,
10.08.2020 09:45 - 10.08.2020 10:00,18255,16745,,2410,2349,,2360,3204,
10.08.2020 10:00 - 10.08.2020 10:15,19574,17997,,2397,2351,,2352,3142,
10.08.2020 10:15 - 10.08.2020 10:30,20764,19194,,2383,2345,,2393,3154,
10.08.2020 10:30 - 10.08.2020 10:45,21871,20284,,2373,2340,,2462,3178,
10.08.2020 10:45 - 10.08.2020 11:00,22871,21243,,2366,2333,,2507,3218,
10.08.2020 11:00 - 10.08.2020 11:15,23783,22141,,2354,2324,,2566,3245,
10.08.2020 11:15 - 10.08.2020 11:30,24563,22954,,2359,2318,,2654,3326,
10.08.2020 11:30 - 10.08.2020 11:45,25189,23643,,2365,2311,,2756,3435,
10.08.2020 11:45 - 10.08.2020 12:00,25729,24220,,2367,2293,,2831,3513,
10.08.2020 12:00 - 10.08.2020 12:15,26162,24704,,2376,2289,,2917,3557,
10.08.2020 12:15 - 10.08.2020 12:30,26459,25074,,2396,2311,,2984,3629,
10.08.2020 12:30 - 10.08.2020 12:45,26663,25312,,2419,2337,,3034,3680,
10.08.2020 12:45 - 10.08.2020 13:00,26739,25463,,2442,2364,,3085,3740,
10.08.2020 13:00 - 10.08.2020 13:15,26730,25530,,2467,2391,,3128,3770,
10.08.2020 13:15 - 10.08.2020 13:30,26605,25502,,2497,2448,,3157,3792,
10.08.2020 13:30 - 10.08.2020 13:45,26390,25367,,2526,2508,,3178,3804,
10.08.2020 13:45 - 10.08.2020 14:00,26070,25125,,2554,2567,,3190,3815,
10.08.2020 14:00 - 10.08.2020 14:15,25679,24876,,2581,2624,,3216,3693,
10.08.2020 14:15 - 10.08.2020 14:30,25243,24429,,2645,2699,,3255,3716,
10.08.2020 14:30 - 10.08.2020 14:45,24697,23866,,2709,2774,,3300,3736,
10.08.2020 14:45 - 10.08.2020 15:00,24031,23267,,2770,2845,,3354,3801,
10.08.2020 15:00 - 10.08.2020 15:15,23300,22579,,2839,2922,,3426,3899,
10.08.2020 15:15 - 10.08.2020 15:30,22465,21828,,2913,2971,,3501,3972,
10.08.2020 15:30 - 10.08.2020 15:45,21538,20963,,2986,3018,,3596,4117,
10.08.2020 15:45 - 10.08.2020 16:00,20590,20014,,3058,3065,,3691,4261,
10.08.2020 16:00 - 10.08.2020 16:15,19591,19002,,3132,3117,,3789,4418,
10.08.2020 16:15 - 10.08.2020 16:30,18508,17928,,3230,3172,,3904,4602,
10.08.2020 16:30 - 10.08.2020 16:45,17347,16741,,3322,3228,,4027,4784,
10.08.2020 16:45 - 10.08.2020 17:00,16110,15504,,3414,3286,,4160,4976,
10.08.2020 17:00 - 10.08.2020 17:15,14814,14275,,3498,3345,,4308,5174,
10.08.2020 17:15 - 10.08.2020 17:30,13435,12922,,3565,3439,,4444,5320,
10.08.2020 17:30 - 10.08.2020 17:45,12017,11548,,3629,3525,,4575,5444,
10.08.2020 17:45 - 10.08.2020 18:00,10609,10189,,3697,3616,,4707,5589,
10.08.2020 18:00 - 10.08.2020 18:15,9124,8820,,3753,3698,,4834,5714,
10.08.2020 18:15 - 10.08.2020 18:30,7698,7463,,3802,3732,,4973,5831,
10.08.2020 18:30 - 10.08.2020 18:45,6314,6144,,3841,3764,,5114,5975,
10.08.2020 18:45 - 10.08.2020 19:00,5044,4917,,3888,3786,,5265,6129,
10.08.2020 19:00 - 10.08.2020 19:15,3888,3803,,3925,3816,,5432,6302,
10.08.2020 19:15 - 10.08.2020 19:30,2856,2824,,3946,3814,,5615,6466,
10.08.2020 19:30 - 10.08.2020 19:45,2068,2034,,3966,3810,,5812,6635,
10.08.2020 19:45 - 10.08.2020 20:00,1444,1413,,3988,3803,,5990,6799,
10.08.2020 20:00 - 10.08.2020 20:15,941,914,,4008,3792,,6170,7001,
10.08.2020 20:15 - 10.08.2020 20:30,534,488,,4027,3789,,6395,7255,
10.08.2020 20:30 - 10.08.2020 20:45,245,213,,4032,3782,,6639,7486,
10.08.2020 20:45 - 10.08.2020 21:00,25,25,,4041,3779,,6873,7712,
10.08.2020 21:00 - 10.08.2020 21:15,0,0,,4050,3769,,7082,7872,
10.08.2020 21:15 - 10.08.2020 21:30,0,0,,4042,3756,,7322,8092,
10.08.2020 21:30 - 10.08.2020 21:45,0,0,,4031,3742,,7506,8285,
10.08.2020 21:45 - 10.08.2020 22:00,0,0,,4018,3732,,7721,8431,
10.08.2020 22:00 - 10.08.2020 22:15,0,0,,4060,3783,,7926,8575,
10.08.2020 22:15 - 10.08.2020 22:30,0,0,,4043,3766,,8000,8647,
10.08.2020 22:30 - 10.08.2020 22:45,0,0,,4021,3747,,8057,8658,
10.08.2020 22:45 - 10.08.2020 23:00,0,0,,3999,3728,,8106,8660,
10.08.2020 23:00 - 10.08.2020 23:15,0,0,,3976,3703,,8162,8704,
10.08.2020 23:15 - 10.08.2020 23:30,0,0,,3930,3685,,8080,8644,
10.08.2020 23:30 - 10.08.2020 23:45,0,0,,3887,3665,,8000,8578,
10.08.2020 23:45 - 11.08.2020 00:00,0,0,,3841,3648,,7944,8488,
11.08.2020 00:00 - 11.08.2020 00:15,0,0,,3933,4108,,8725,8925,
11.08.2020 00:15 - 11.08.2020 00:30,0,0,,3835,3979,,8685,8812,
